RA,DEC,DIST,MAG,TYPE,NAME,SIZE
298.701045,36.995676,369.0037,5.79,star Fp,"HIP 97985 ;HD  188650 ;HR  7606 ;",0
310.1355,-16.12418,100.4016,5.79,star K0III,"HIP 102026 ;HD  196857 ;HR  7905 ;",0
323.82342,-3.983305,128.2051,5.79,star G9III:,"HIP 106592 ;HD  205423 ;HR  8251 ;",0
330.46077,52.882253,306.7485,5.79,star B5III,"HIP 108758 ;HD  209419 ;HR  8403 ;",0
331.959615,21.702926,186.5672,5.79,star B7Vn,"HIP 109240 ;HD  210129 ;HR  8438 ;BF  25    Peg ;",0
336.02868,-4.83702,124.3781,5.79,star A0V,"HIP 110578 ;HD  212404 ;HR  8533 ;BF  51    Aqr ;",0
337.29261,26.763198,384.6154,5.79,star K2II,"HIP 110992 ;HD  213179 ;HR  8564 ;",0
343.41732,44.749163,56.9152,5.79,star A3m,"HIP 113048 ;HD  216608 ;HR  8708 ;",0
345.99849,-41.478896,95.3289,5.79,star K0III,"HIP 113902 ;HD  217842 ;HR  8771 ;",0
0.542085,27.082256,12.1699,5.8,star G3V,"HIP 171 ;HD  224930 ;HR  9088 ;GL  Gl 914A ;BF  85    Peg ;",0
1.275585,61.31397,221.7295,5.8,star B8MNp...,"HIP 418 ;HD  225289 ;HR  9110 ;",0
11.43975,-47.551985,15.1584,5.8,star G5IV,"HIP 3583 ;HD  4391 ;HR  209 ;GL  GJ 1021 ;",0
13.646775,19.188417,108.1081,5.8,star A1Vn,"HIP 4267 ;HD  5267 ;HR  254 ;BF  66    Psc ;",0
17.792835,37.724121,242.1308,5.8,star B7III-IV,"HIP 5550 ;HD  7019 ;HR  348 ;BF  45    And ;",0
39.40014,65.745336,283.2861,5.8,star K5III,"HIP 12239 ;HD  16024 ;HR  747 ;",0
41.94852,81.448475,133.1558,5.8,star G8p...,"HIP 13055 ;HD  16458 ;HR  774 ;",0
44.52171,20.668733,33.1675,5.8,star F5IV,"HIP 13834 ;HD  18404 ;HR  878 ;BF  47    Ari ;",0
58.430175,57.975141,50.5051,5.8,star A5m,"HIP 18217 ;HD  24141 ;HR  1192 ;",0
62.900835,-20.356157,80.9717,5.8,star A1V + (F/G),"HIP 19571 ;HD  26591 ;HR  1300 ;",0
77.08413,-8.665324,208.7683,5.8,star B8V,"HIP 23916 ;HD  33224 ;HR  1671 ;",0
82.348695,-3.446394,151.0574,5.8,star K1III...,"HIP 25708 ;HD  36134 ;HR  1830 ;",0
91.36323,-35.513647,83.1255,5.8,star A0V,"HIP 28855 ;HD  41759 ;HR  2160 ;",0
103.761405,-20.404876,154.5595,5.8,star A2V,"HIP 33248 ;HD  51055 ;HR  2588 ;BF  17    CMa ;",0
106.779495,-40.893268,238.0952,5.8,star B3V,"HIP 34339 ;HD  54475 ;HR  2691 ;",0
108.545205,-3.901779,396.8254,5.8,star K5III,"HIP 34975 ;HD  55775 ;HR  2731 ;",0
110.716905,55.281392,100000,5.8,star B8V,"HIP 35785 ;HD  57103 ;HR  2784 ;BF  19    Lyn ;",0
111.237855,51.887258,317.4603,5.8,star K5III,"HIP 35984 ;HD  57646 ;HR  2804 ;",0
116.040405,-36.062505,42.9553,5.8,star F0IV,"HIP 37710 ;HD  62781 ;HR  3007 ;",0
119.24772,15.790281,142.8571,5.8,star K3III,"HIP 38848 ;HD  64960 ;HR  3095 ;BF  1    Cnc ;",0
125.08737,20.747721,172.7116,5.8,star K1III,"HIP 40866 ;HD  69994 ;HR  3264 ;",0
128.50674,-2.151555,90.3342,5.8,star A1V,"HIP 42028 ;HD  72660 ;HR  3383 ;",0
134.683035,-16.132727,21.0349,5.8,star F7/F8IV/V,"HIP 44075 ;HD  76932 ;HR  3578 ;GL  NN 3523 ;",0
135.190605,-60.963828,401.6064,5.8,star G8II,"HIP 44256 ;HD  77615 ;HR  3604 ;",0
145.25895,-57.259542,112.8668,5.8,star K0/K1III,"HIP 47498 ;HD  84152 ;HR  3864 ;",0
146.541855,6.708556,602.4096,5.8,star M1III,"HIP 47943 ;HD  84542 ;HR  3876 ;",0
152.37579,-68.682779,209.205,5.8,star A0IV,"HIP 49764 ;HD  88473 ;HR  4002 ;",0
154.658415,-56.110393,36.062,5.8,star F6V,"HIP 50493 ;HD  89569 ;HR  4061 ;",0
162.575235,-8.897763,95.2381,5.8,star A3m,"HIP 52980 ;HD  93903 ;HR  4237 ;BF  41    Sex ;",0
171.245535,11.430292,150.3759,5.8,star K4III,"HIP 55716 ;HD  99196 ;HR  4404 ;",0
171.697005,-53.159915,187.6173,5.8,star K0III+...,"HIP 55849 ;HD  99574 ;HR  4417 ;",0
174.074805,27.781351,71.582,5.8,star F0V,"HIP 56601 ;HD  100808 ;HR  4465 ;",0
184.373265,53.191331,105.7082,5.8,star K6III,"HIP 59920 ;HD  106884 ;HR  4672 ;",0
221.528205,-23.153018,103.7344,5.8,star K0III,"HIP 72210 ;HD  129944 ;HR  5499 ;",0
222.49332,28.615832,98.4252,5.8,star A4V,"HIP 72552 ;HD  130917 ;HR  5532 ;",0
235.47798,18.464037,53.0786,5.8,star A2m,"HIP 76878 ;HD  140232 ;HR  5845 ;BF  22Tau7Ser ;",0
244.186605,29.150261,204.499,5.8,star A3V,"HIP 79757 ;HD  146738 ;HR  6074 ;BF  18Ups CrB ;",0
263.6529,9.5867,103.5197,5.8,star A2V,"HIP 85998 ;HD  159480 ;HR  6548 ;BF  53    Oph ;",0
282.363855,-45.8101,109.8901,5.8,star G6IV,"HIP 92367 ;HD  173791 ;HR  7065 ;",0
300.20136,-45.112918,81.367,5.8,star A8III,"HIP 98512 ;HD  189198 ;HR  7630 ;",0
301.025985,17.070173,17.7683,5.8,star G1V,"HIP 98819 ;HD  190406 ;HR  7672 ;GL  Gl 779 ;BF  15    Sge ;",0
332.2458,-18.519592,714.2857,5.8,star B2III,"HIP 109332 ;HD  210191 ;HR  8439 ;BF  35    Aqr ;",0
334.21902,-9.040067,113.2503,5.8,star K3III:,"HIP 110009 ;HD  211392 ;HR  8500 ;",0
339.303705,75.371811,214.1328,5.8,star M1III,"HIP 111660 ;HD  214710 ;HR  8625 ;",0
343.369605,-11.616514,253.1646,5.8,star B8IV/V,"HIP 113031 ;HD  216494 ;HR  8704 ;BF  74    Aqr ;",0
24.945045,-56.19462,8.1466,5.8,star K2 V,"p Eridani ;HIP 7751 ;HD  10361 ;HR  487 ;GL  Gl 66A ;",0
17.58105,25.457763,120.7729,5.81,star K5III,"HIP 5494 ;HD  6953 ;HR  341 ;",0
34.976085,-55.944796,189.0359,5.81,star K5III,"HIP 10871 ;HD  14641 ;HR  688 ;",0
35.70966,41.396297,47.0146,5.81,star F0III-IV,"HIP 11090 ;HD  14622 ;HR  687 ;",0
39.14613,7.730026,90.7441,5.81,star K0III:,"HIP 12148 ;HD  16247 ;HR  766 ;",0
45.732735,-46.975036,259.7403,5.81,star K2/K3III,"HIP 14187 ;HD  19141 ;HR  929 ;",0
52.715385,-66.489714,265.9574,5.81,star B8V,"HIP 16368 ;HD  22252 ;HR  1092 ;",0
57.14877,-20.902977,181.8182,5.81,star K5III,"HIP 17798 ;HD  23978 ;HR  1187 ;",0
65.773635,-24.892157,153.6098,5.81,star K5III,"HIP 20465 ;HD  27881 ;HR  1384 ;",0
79.5552,73.268071,111.2347,5.81,star A0V,"HIP 24732 ;HD  33541 ;HR  1683 ;",0
84.68136,-40.707306,134.7709,5.81,star B8V,"HIP 26545 ;HD  37717 ;HR  1947 ;",0
89.656455,-44.034562,362.3188,5.81,star G8II,"HIP 28287 ;HD  40733 ;HR  2117 ;",0
101.47383,-52.409691,395.2569,5.81,star K3III,"HIP 32402 ;HD  49517 ;HR  2515 ;",0
109.132725,-38.318928,187.2659,5.81,star B4V,"HIP 35202 ;HD  56733 ;HR  2769 ;",0
154.31067,23.10622,22.805,5.81,star F8Vw,"HIP 50384 ;HD  89125 ;HR  4039 ;GL  Gl 387A ;BF  39    Leo ;",0
164.997465,-43.80711,93.5454,5.81,star B8/B9V,"HIP 53762 ;HD  95347 ;HR  4292 ;",0
199.615515,34.098304,153.6098,5.81,star K4.5III,"HIP 64927 ;HD  115723 ;HR  5022 ;",0
200.567865,-52.182956,100000,5.81,star B2.5Ib,"HIP 65247 ;HD  116084 ;HR  5036 ;",0
204.675315,-29.560867,46.2749,5.81,star F3V,"HIP 66563 ;HD  118646 ;HR  5128 ;",0
206.403735,-26.116009,87.0322,5.81,star A0V,"HIP 67143 ;HD  119752 ;HR  5167 ;",0
238.069035,55.826713,102.8807,5.81,star G8III:,"HIP 77738 ;HD  142531 ;HR  5922 ;",0
265.491915,72.156911,23.0627,5.81,star G0V,"HIP 86620 ;HD  162004 ;HR  6637 ;GL  Gl 694.1B ;BF  31Psi1Dra ;",0
274.298445,-17.373886,299.4012,5.81,star K2III,"HIP 89609 ;HD  167720 ;HR  6838 ;",0
276.49494,29.82893,124.2236,5.81,star A2IV,"HIP 90342 ;HD  169981 ;HR  6917 ;",0
290.589765,-0.252345,103.7344,5.81,star G8III:,"HIP 95222 ;HD  181907 ;HR  7349 ;",0
301.557345,53.165688,36.5631,5.81,star F5V,"HIP 99026 ;HD  191195 ;HR  7697 ;",0
303.364965,60.640569,177.9359,5.81,star K5III,"HIP 99663 ;HD  192781 ;HR  7742 ;",0
320.2701,7.354503,200.8032,5.81,star M2III,"HIP 105413 ;HD  203291 ;HR  8163 ;BF  9    Equ ;",0
346.81161,-50.686681,45.7038,5.81,star F6.5IV-V+..,"HIP 114167 ;HD  218268 ;",0
349.968375,42.078044,147.4926,5.81,star M0III,"HIP 115191 ;HD  219981 ;HR  8876 ;BF  10    And ;",0
354.383505,44.428994,247.5248,5.81,star B8V,"HIP 116582 ;HD  222109 ;HR  8962 ;",0
359.87208,33.723878,28.9268,5.81,star F8,"HIP 118281 ;HD  224635 ;HR  9074 ;GL  NN 4384A ;",0
22.80666,70.264604,28.9771,5.82,star F6V,"HIP 7078 ;HD  9021 ;HR  427 ;BF  38    Cas ;",0
44.52387,-23.606012,203.252,5.82,star K2III,"HIP 13835 ;HD  18535 ;HR  889 ;BF  6    Eri ;",0
52.65393,48.103596,273.9726,5.82,star B8V,"HIP 16340 ;HD  21551 ;HR  1051 ;",0
54.19704,0.587758,30.6843,5.82,star G5IV/V +K1IV,"HIP 16846 ;HD  22468 ;HR  1099 ;",0
57.40254,63.296967,71.6332,5.82,star A5Vn,"HIP 17891 ;HD  23523 ;HR  1158 ;",0
72.867555,-34.906286,82.1693,5.82,star A2/A3V,"HIP 22573 ;HD  31093 ;HR  1559 ;",0
91.76529,-34.312021,312.5,5.82,star B4Vnn,"HIP 28992 ;HD  42054 ;HR  2170 ;",0
96.767205,-58.002116,172.7116,5.82,star K3III,"HIP 30703 ;HD  45984 ;HR  2369 ;",0
97.80456,-35.25884,188.6792,5.82,star G8III+...,"HIP 31072 ;HD  46349 ;HR  2388 ;",0
98.113275,32.454898,80.5802,5.82,star A3m + A3m,"HIP 31173 ;HD  46052 ;HR  2372 ;",0
117.3036,-46.857717,591.716,5.82,star B1.5IV,"HIP 38159 ;HD  63949 ;HR  3058 ;",0
127.28154,-44.160413,438.5965,5.82,star B2V,"HIP 41621 ;HD  72067 ;HR  3356 ;",0
170.78394,-56.779355,233.1002,5.82,star A4:p,"HIP 55581 ;HD  99022 ;HR  4398 ;",0
183.74826,-20.84422,82.85,5.82,star K0IIICN...,"HIP 59728 ;HD  106485 ;HR  4655 ;",0
186.2634,56.777828,263.1579,5.82,star M3III,"HIP 60584 ;HD  108135 ;HR  4726 ;BF  71    UMa ;",0
199.308,-43.979479,64.8929,5.82,star Am,"HIP 64822 ;HD  115331 ;HR  5008 ;",0
201.53349,72.391476,359.7122,5.82,star M1III,"HIP 65536 ;HD  117187 ;HR  5073 ;",0
209.082555,-46.592948,97.561,5.82,star K0IV,"HIP 68079 ;HD  121416 ;HR  5239 ;",0
227.14818,25.108635,143.0615,5.82,star K1III,"HIP 74096 ;HD  134335 ;HR  5640 ;",0
232.668345,-16.609464,155.7632,5.82,star K0III,"HIP 75944 ;HD  138137 ;HR  5750 ;BF  34Zet3Lib ;",0
233.507145,-40.066432,352.1127,5.82,star M2III,"HIP 76207 ;HD  138505 ;HR  5767 ;",0
234.567825,-21.016327,87.3362,5.82,star K0III,"HIP 76569 ;HD  139329 ;HR  5810 ;",0
240.21306,4.427363,75.0751,5.82,star K0III:,"HIP 78442 ;HD  143553 ;HR  5963 ;",0
261.175125,-21.441479,92.5069,5.82,star K0III,"HIP 85207 ;HD  157527 ;HR  6472 ;",0
269.076675,0.670355,416.6667,5.82,star B2IV-V,"HIP 87812 ;HD  163472 ;HR  6684 ;",0
280.00161,-7.790799,178.5714,5.82,star K4III,"HIP 91532 ;HD  172348 ;HR  7007 ;",0
281.20668,-25.010914,177.305,5.82,star B8III,"HIP 91974 ;HD  173117 ;HR  7035 ;",0
281.368185,5.500128,188.6792,5.82,star A1V,"HIP 92027 ;HD  173495 ;HR  7048 ;",0
282.74379,-9.774096,854.7009,5.82,star F2Ib,"HIP 92488 ;HD  174464 ;HR  7094 ;",0
285.884385,1.818768,54.8847,5.82,star A4V,"HIP 93580 ;HD  177178 ;HR  7214 ;",0
292.237845,24.768723,157.7287,5.82,star K0III,"HIP 95785 ;HD  183491 ;HR  7406 ;BF  8    Vul ;",0
305.089185,17.792928,167.2241,5.82,star K5III,"HIP 100276 ;HD  193579 ;HR  7780 ;",0
339.14769,-31.663789,109.6491,5.82,star K2III,"HIP 111600 ;HD  214122 ;HR  8601 ;",0
342.046005,37.416688,103.3058,5.82,star G8III:,"HIP 112590 ;HD  215943 ;HR  8678 ;",0
343.529025,40.376907,93.1966,5.82,star K0III,"HIP 113084 ;HD  216646 ;HR  8712 ;",0
353.33148,-77.385327,31.4367,5.82,star G2V,"HIP 116250 ;HD  221420 ;HR  8935 ;GL  NN 4340 ;",0
10.514295,66.147592,158.4786,5.83,star G9III-IV,"HIP 3299 ;HD  3856 ;HR  177 ;",0
16.08126,61.580184,80.7754,5.83,star F6V,"HIP 5021 ;HD  6210 ;HR  297 ;",0
27.53571,22.275338,179.5332,5.83,star K1III+...,"HIP 8544 ;HD  11154 ;HR  530 ;BF  1    Ari ;",0
42.133695,18.28379,141.6431,5.83,star K1III,"HIP 13108 ;HD  17459 ;HR  828 ;BF  40    Ari ;",0
84.286845,26.924473,154.7988,5.83,star B9IV-V,"HIP 26396 ;HD  37098 ;HR  1902 ;",0
92.884605,24.420253,174.216,5.83,star K0III,"HIP 29379 ;HD  42398 ;HR  2185 ;BF  5    Gem ;",0
93.47598,-3.741374,94.2507,5.83,star G8III,"HIP 29575 ;HD  43023 ;HR  2218 ;",0
93.652935,-4.568457,196.0784,5.83,star B5V,"HIP 29629 ;HD  43157 ;HR  2224 ;",0
110.605785,-5.982829,229.3578,5.83,star F3IV,"HIP 35749 ;HD  57749 ;HR  2811 ;",0
113.566215,3.371725,176.3668,5.83,star A0Vnn,"HIP 36812 ;HD  60357 ;HR  2901 ;BF  9Del3CMi ;",0
120.76734,-32.463548,144.7178,5.83,star K2/K3III,"HIP 39380 ;HD  66598 ;HR  3160 ;",0
122.79498,-48.461994,258.3979,5.83,star B3V,"HIP 40077 ;HD  68657 ;HR  3227 ;",0
139.28217,-14.574069,110.6195,5.83,star K0III,"HIP 45559 ;HD  80050 ;HR  3687 ;",0
139.67649,-51.560651,100000,5.83,star B7Iab,"HIP 45675 ;HD  80558 ;HR  3708 ;",0
149.14788,-33.418496,157.4803,5.83,star K1III,"HIP 48748 ;HD  86267 ;HR  3932 ;",0
172.269315,61.778368,33.3,5.83,star F5Vawvar,"HIP 56035 ;HD  99747 ;HR  4421 ;",0
178.99338,56.59856,94.8767,5.83,star K1III,"HIP 58181 ;HD  103605 ;HR  4566 ;BF  66    UMa ;",0
192.16416,60.319822,24.0442,5.83,star F5V,"HIP 62512 ;HD  111456 ;HR  4867 ;GL  Wo 9417 ;",0
208.48851,-47.128164,100000,5.83,star B2IIIe,"HIP 67861 ;HD  120991 ;HR  5223 ;",0
216.80088,-46.134254,67.8426,5.83,star Am,"HIP 70663 ;HD  126504 ;HR  5401 ;",0
219.5634,54.023339,110.2536,5.83,star A1V,"HIP 71573 ;HD  128998 ;HR  5467 ;",0
225.526785,-28.060611,101.7294,5.83,star A4IV,"HIP 73566 ;HD  132851 ;HR  5591 ;BF  60    Hya ;",0
246.04512,6.948207,112.3596,5.83,star A2sp...,"HIP 80351 ;HD  147869 ;HR  6111 ;BF  21    Her ;",0
249.046695,46.613333,306.7485,5.83,star G8II,"HIP 81289 ;HD  150030 ;HR  6183 ;",0
249.609555,-43.398426,192.3077,5.83,star B2.5IV,"HIP 81472 ;HD  149711 ;HR  6174 ;",0
261.684345,48.260065,115.2074,5.83,star A4V,"HIP 85379 ;HD  158414 ;HR  6509 ;BF  77    Her ;",0
262.86447,-80.859134,271.0027,5.83,star M3III,"HIP 85760 ;HD  156513 ;HR  6429 ;",0
271.95651,26.10128,49.6032,5.83,star A3V,"HIP 88818 ;HD  166045 ;HR  6781 ;BF  100    Her ;",0
296.86575,38.407614,144.9275,5.83,star B8Vn,"HIP 97376 ;HD  187235 ;HR  7543 ;",0
304.529115,40.732082,595.2381,5.83,star O9V,"HIP 100069 ;HD  193322 ;HR  7767 ;",0
314.106105,50.728598,51.2821,5.83,star F0III,"HIP 103359 ;HD  199611 ;HR  8025 ;",0
315.53751,56.669614,282.4859,5.83,star B8III,"HIP 103810 ;HD  200614 ;HR  8065 ;",0
318.05709,-40.269362,31.6656,5.83,star F5IV,"HIP 104680 ;HD  201647 ;HR  8100 ;GL  Wo 9726 ;",0
319.54614,-4.519478,311.5265,5.83,star B5V,"HIP 105164 ;HD  202753 ;HR  8141 ;BF  15    Aqr ;",0
330.829305,11.386552,193.0502,5.83,star B9.5V,"HIP 108875 ;HD  209459 ;HR  8404 ;BF  21    Peg ;",0
336.67683,78.785853,63.1712,5.83,star A2m,"HIP 110787 ;HD  213403 ;HR  8578 ;BF  28Rho1Cep ;",0
347.489325,-42.861292,33.4113,5.83,star F4IV,"HIP 114382 ;HD  218630 ;HR  8814 ;",0
2.57862,-5.248588,58.309,5.84,star K1III,"HIP 840 ;HD  587 ;HR  29 ;",0
2.678475,-12.579897,75.0188,5.84,star K0III,"HIP 873 ;HD  645 ;HR  31 ;",0
20.878995,-30.945617,299.4012,5.84,star M0III,"HIP 6502 ;HD  8498 ;HR  400 ;",0
29.432265,27.804381,140.2525,5.84,star M2III,"HIP 9132 ;HD  11928 ;HR  564 ;",0
32.28876,-43.516596,159.7444,5.84,star K1III,"HIP 10035 ;HD  13336 ;HR  632 ;",0
38.21928,34.54241,83.2639,5.84,star K0III,"HIP 11840 ;HD  15755 ;HR  738 ;",0
39.577725,-30.194062,33.9443,5.84,star F5V,"HIP 12288 ;HD  16538 ;HR  777 ;BF  Iot2For ;",0
45.483825,-9.961407,101.1122,5.84,star G6III:,"HIP 14110 ;HD  18885 ;HR  912 ;",0
49.36083,-47.751664,156.9859,5.84,star K2III,"HIP 15305 ;HD  20640 ;HR  998 ;",0
62.50128,86.626139,42.2297,5.84,star F5IV,"HIP 19454 ;HD  22701 ;HR  1107 ;",0
72.329475,32.588191,83.7521,5.84,star A8m,"HIP 22407 ;HD  30453 ;HR  1528 ;",0
74.712435,-82.470512,113.1222,5.84,star G8III,"HIP 23148 ;HD  34172 ;HR  1716 ;BF  Xi  Men ;",0
76.98099,21.704821,331.1258,5.84,star B2Ve,"HIP 23883 ;HD  32991 ;HR  1660 ;BF  105    Tau ;",0
107.92335,-20.883063,143.2665,5.84,star A0IV/V,"HIP 34758 ;HD  55344 ;HR  2716 ;",0
108.674895,24.884984,92.081,5.84,star M1IIIvar,"HIP 35025 ;HD  55621 ;HR  2725 ;BF  52    Gem ;",0
113.29074,-24.710731,84.5309,5.84,star A3III,"HIP 36721 ;HD  60345 ;HR  2900 ;",0
154.17402,25.370705,108.9325,5.84,star K2III:,"HIP 50336 ;HD  89024 ;HR  4032 ;",0
159.78195,37.91,52.3286,5.84,star F9V,"HIP 52139 ;HD  92168 ;HR  4168 ;BF  38    LMi ;",0
174.093225,-61.052433,497.5124,5.84,star B2.5IV,"HIP 56606 ;HD  100929 ;HR  4472 ;",0
190.345845,-46.145581,277.7778,5.84,star K3II,"HIP 61916 ;HD  110287 ;HR  4818 ;",0
194.073315,54.099489,86.6551,5.84,star A5m,"HIP 63143 ;HD  112486 ;HR  4917 ;",0
198.572295,-78.447454,374.5318,5.84,star F8Ib,"HIP 64587 ;HD  114533 ;HR  4976 ;",0
198.680415,-48.957022,72.1501,5.84,star K0IV,"HIP 64623 ;HD  114971 ;HR  4996 ;",0
214.368555,15.26338,233.6449,5.84,star M3III,"HIP 69829 ;HD  125180 ;HR  5352 ;",0
217.81836,-67.717197,76.0456,5.84,star K1III,"HIP 71002 ;HD  126862 ;HR  5408 ;",0
228.47214,-26.193569,305.8104,5.84,star G8/K0II,"HIP 74539 ;HD  135051 ;HR  5658 ;",0
234.642495,50.423283,115.4734,5.84,star G8III,"HIP 76594 ;HD  139906 ;HR  5835 ;",0
239.4186,-20.98308,141.2429,5.84,star B3V,"HIP 78168 ;HD  142883 ;HR  5934 ;",0
250.439415,-33.145759,86.881,5.84,star G1II,"HIP 81741 ;HD  150331 ;HR  6192 ;",0
253.61226,-42.478891,440.5286,5.84,star F5Ib-II,"HIP 82716 ;HD  152293 ;HR  6266 ;",0
263.28078,-41.173066,465.1163,5.84,star B9Ib/II,"HIP 85889 ;HD  158799 ;HR  6523 ;",0
268.08234,-34.416842,242.7184,5.84,star G8/K0III,"HIP 87472 ;HD  162391 ;HR  6648 ;",0
271.530825,-8.323956,158.7302,5.84,star B8III-IV,"HIP 88670 ;HD  165402 ;HR  6755 ;",0
279.80952,-47.909767,109.4092,5.84,star A3V,"HIP 91461 ;HD  171819 ;HR  6986 ;",0
283.696425,48.859401,55.2792,5.84,star F3III,"HIP 92822 ;HD  175824 ;HR  7154 ;",0
290.462055,-18.308388,101.833,5.84,star K0III,"HIP 95188 ;HD  181645 ;HR  7344 ;BF  45Rho2Sgr ;",0
291.61953,19.891493,187.9699,5.84,star M0III,"HIP 95582 ;HD  182955 ;HR  7391 ;",0
292.08666,2.93003,294.9853,5.84,star B6III,"HIP 95732 ;HD  183227 ;HR  7397 ;",0
303.10779,-12.617497,27.7008,5.84,star F5V,"HIP 99572 ;HD  191862 ;HR  7715 ;GL  NN 4139 ;BF  2Xi 2Cap ;",0
322.249065,22.179436,204.0816,5.84,star M4III,"HIP 106062 ;HD  204585 ;HR  8223 ;",0
328.87914,65.320809,314.4654,5.84,star B2.5Ve,"HIP 108226 ;HD  208682 ;HR  8375 ;",0
339.71913,19.522263,114.4165,5.84,star G8II,"HIP 111810 ;HD  214567 ;HR  8618 ;BF  40    Peg ;",0
341.542455,44.546054,56.9152,5.84,star F0III-IV,"HIP 112417 ;HD  215664 ;HR  8666 ;",0
40.74792,53.526105,141.2429,5.85,star K0II-III,"HIP 12686 ;HD  16735 ;HR  787 ;",0
59.718315,-5.469947,46.4468,5.85,star G9V,"HIP 18606 ;HD  25069 ;HR  1232 ;",0
65.17848,-7.592493,242.1308,5.85,star B5III,"HIP 20271 ;HD  27563 ;HR  1363 ;",0
69.565965,20.684722,101.1122,5.85,star B8V,"HIP 21604 ;HD  29365 ;HR  1471 ;",0
104.13357,46.273998,386.1004,5.85,star B8III,"HIP 33377 ;HD  50658 ;HR  2568 ;BF  Psi9Aur ;",0
108.109905,24.128594,109.7695,5.85,star F5IV,"HIP 34819 ;HD  55052 ;HR  2706 ;BF  48    Gem ;",0
135.686745,7.298267,194.1748,5.85,star K3III:,"HIP 44406 ;HD  77445 ;HR  3599 ;",0
138.534225,-44.145822,161.2903,5.85,star B6IV,"HIP 45314 ;HD  79694 ;HR  3672 ;",0
138.738195,-37.602396,196.8504,5.85,star K0/K1III+..,"HIP 45386 ;HD  79807 ;HR  3677 ;",0
149.108235,8.933157,177.6199,5.85,star K2III:,"HIP 48734 ;HD  86080 ;HR  3926 ;",0
162.351855,-59.323793,225.7336,5.85,star B9.5IV/V,"HIP 52922 ;HD  93943 ;HR  4239 ;",0
162.431205,-9.852695,104.4932,5.85,star G8III:,"HIP 52948 ;HD  93833 ;HR  4233 ;",0
177.923385,-30.834809,31.1721,5.85,star F8V,"HIP 57841 ;HD  103026 ;HR  4548 ;",0
183.35808,10.262341,50.1756,5.85,star A2m,"HIP 59608 ;HD  106251 ;HR  4650 ;GL  NN 3716 ;BF  12    Vir ;",0
205.374375,64.822411,68.2128,5.85,star A2V,"HIP 66798 ;HD  119476 ;HR  5162 ;",0
223.65798,-33.300575,320.5128,5.85,star K2III,"HIP 72959 ;HD  131432 ;HR  5549 ;",0
227.163345,-42.867921,118.7648,5.85,star B7V,"HIP 74100 ;HD  133937 ;HR  5625 ;",0
234.38343,54.508733,109.1703,5.85,star K1III:,"HIP 76509 ;HD  139778 ;HR  5828 ;",0
236.908005,55.376627,73.8007,5.85,star A3m,"HIP 77370 ;HD  141675 ;HR  5887 ;",0
279.72252,-21.051871,13.0839,5.85,star G5V,"HIP 91438 ;HD  172051 ;HR  6998 ;GL  Gl 722 ;",0
288.02124,49.855755,24.4499,5.85,star G4V+...,"HIP 94336 ;HD  179957 ;HR  7293 ;GL  Wo 9648B ;",0
290.985405,43.388171,135.1351,5.85,star G6.5IIIa,"HIP 95352 ;HD  182694 ;HR  7382 ;",0
339.24519,-40.591034,65.8328,5.85,star A1V,"HIP 111643 ;HD  214150 ;HR  8602 ;BF  Sig2Gru ;",0
345.178755,3.011805,136.612,5.85,star K4III,"HIP 113622 ;HD  217459 ;HR  8751 ;",0
348.360435,11.065001,105.9322,5.85,star G5III:,"HIP 114641 ;HD  219139 ;HR  8833 ;",0
358.12497,-14.251217,86.3558,5.85,star K2III,"HIP 117722 ;HD  223774 ;HR  9037 ;",0
4.287675,47.947405,343.6426,5.86,star B7III,"HIP 1372 ;HD  1279 ;HR  62 ;",0
12.037305,72.674482,61.237,5.86,star K0IV,"HIP 3750 ;HD  4440 ;HR  212 ;",0
27.04557,16.955551,84.3882,5.86,star B9.5V,"HIP 8387 ;HD  10982 ;HR  522 ;BF  4    Ari ;",0
33.2541,-21.000137,106.383,5.86,star K0III,"HIP 10326 ;HD  13692 ;HR  651 ;",0
42.92391,46.841939,119.9041,5.86,star G8III,"HIP 13339 ;HD  17656 ;HR  842 ;",0
54.621885,-7.391863,112.3596,5.86,star G5III:,"HIP 16989 ;HD  22675 ;HR  1108 ;",0
65.362665,-0.09817,143.0615,5.86,star K2,"HIP 20341 ;HD  27611 ;HR  1366 ;",0
70.839975,49.973789,209.6436,5.86,star B9III,"HIP 21972 ;HD  29721 ;HR  1493 ;",0
75.689145,-4.210121,91.9118,5.86,star K3,"HIP 23475 ;HD  32393 ;HR  1625 ;",0
81.77217,-40.94351,91.9118,5.86,star A7m,"HIP 25488 ;HD  36060 ;HR  1827 ;",0
82.89999,-45.925317,168.0672,5.86,star K3III,"HIP 25887 ;HD  36734 ;HR  1870 ;",0
93.619095,17.906353,162.0746,5.86,star A6m,"HIP 29616 ;HD  42954 ;HR  2214 ;",0
97.69635,58.162633,55.8036,5.86,star K0IV,"HIP 31039 ;HD  45410 ;HR  2331 ;BF  6    Lyn ;",0
105.6387,16.674447,769.2308,5.86,star M2III,"HIP 33937 ;HD  52609 ;HR  2635 ;",0
109.517715,-43.986786,181.4882,5.86,star B8II/III,"HIP 35347 ;HD  57197 ;HR  2789 ;",0
112.356825,-7.551168,27.2405,5.86,star F8V,"HIP 36399 ;HD  59380 ;HR  2866 ;GL  NN 3443 ;",0
